Image URL,Product Name,Price,Url
https://m.media-amazon.com/images/I/71dMeWO3L3L._AC_UY218_.jpg,"Kreo Hive Tenkeyless Mechanical Gaming Keyboard with Gaming Mouse and Mousepad Combo, RGB Keyboard with Tactile Red Outemu Switches and RGB Gaming Mouse with Programmable Buttons, Mouse with Adjustable DPI Upto 12400, XL Mousepad","₹3,960",https://amazon.in/Kreo-Tenkeyless-Mechanical-Programmable-Adjustable/dp/B0CF9YR77V/ref=sr_1_10?keywords=kreo+keyboard&qid=1705526921&sr=8-10
https://m.media-amazon.com/images/I/81k8dt7LIbL._AC_UY218_.jpg,"MageGee Mini 60% Gaming Keyboard,Rgb Backlit 61 Key Ultra-Compact Keyboard,Ts91 Ergonomic Waterproof Mechanical Feeling Office Computer Keyboard For Pc,Mac,Ps4,Xbox One Gamer,USB-C(White&Blue)","₹2,300",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4Njk0NzM0ODQ0MDI0MDE2OjE3MDU1MjY5MjE6c3BfbXRmOjMwMDA2ODE5MzQ3OTkzMjo6MDo6&url=%2FMageGee-Ultra-Compact-TS91-Waterproof-Mechanical%2Fdp%2FB0BZHD1QFV%2Fref%3Dsr_1_11_sspa%3Fkeywords%3Dkreo%2Bkeyboard%26qid%3D1705526921%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
https://m.media-amazon.com/images/I/71w8BcErW2L._AC_UY218_.jpg,"MageGee 75% Mechanical Gaming Keyboard with Blue Switch, LED Blue Backlit Keyboard, 87 Keys Compact TKL Wired Computer Keyboard for Windows Laptop PC Gamer - Grey/Black","₹2,680",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4Njk0NzM0ODQ0MDI0MDE2OjE3MDU1MjY5MjE6c3BfbXRmOjMwMDAxNjA3NDE3NDAzMjo6MDo6&url=%2FCompact-Mechanical-Keyboard-MageGee-MK-Star%2Fdp%2FB097BGS36R%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dkreo%2Bkeyboard%26qid%3D1705526921%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
https://m.media-amazon.com/images/I/61lPl3l-+dL._AC_UY218_.jpg,"Kreo Hive Tenkeyless Mechanical Gaming Keyboard with Gaming Mouse Combo, Gaming Keyboard and Mouse Combo, RGB Keyboard with Silent Red Outemu Switches and RGB Gaming Mouse with Programmable Buttons, Mouse with Adjustable DPI Upto 12400","₹4,590",https://amazon.in/Kreo-Tenkeyless-Mechanical-Programmable-Adjustable/dp/B0CFB19K9J/ref=sr_1_14?keywords=kreo+keyboard&qid=1705526921&sr=8-14
https://m.media-amazon.com/images/I/61gRw-ooKrL._AC_UY218_.jpg,"Redragon Kumara K552-RGB LED Backlit USB Mechanical Gaming Keyboard Without Numlock Keys, Black","₹2,849",https://amazon.in/Redragon-K552-RGB-Backlit-Mechanical-Keyboard/dp/B019O9BLVY/ref=sr_1_15?keywords=kreo+keyboard&qid=1705526921&sr=8-15
https://m.media-amazon.com/images/I/6124OpB-LRL._AC_UY218_.jpg,"Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","₹2,590",https://amazon.in/Redragon-K617-Keyboard-Mechanical-Supported/dp/B09BVCVTBC/ref=sr_1_16?keywords=kreo+keyboard&qid=1705526921&sr=8-16
https://m.media-amazon.com/images/I/71cngLX2xuL._AC_UY218_.jpg,Redragon Kumara K552 Rainbow LED Backlit TKL Ten Key-Less Mechanical Wired Gaming Keyboard Without Numlock Keys (Black),"₹2,299",https://amazon.in/Redragon-KUMARA-Backlit-Mechanical-Keyboard/dp/B016MAK38U/ref=sr_1_17?keywords=kreo+keyboard&qid=1705526921&sr=8-17
https://m.media-amazon.com/images/I/71HV-xAiyML._AC_UY218_.jpg,HyperX Alloy Origins 60 - USB-C Mechanical Gaming Keyboard - Ultra Compact 60% Form Factor - Red Switch - Double Shot PBT Keycaps - RGB LED Backlit - NGENUITY Software Compatible (4P5N4),"₹5,990",https://amazon.in/HyperX-Alloy-Origins-Mechanical-Compatible/dp/B08XBQ79MN/ref=sr_1_18?keywords=kreo+keyboard&qid=1705526921&sr=8-18
https://m.media-amazon.com/images/I/61dA3HBKfzL._AC_UY218_.jpg,"MageGee 60% Mechanical Gaming Keyboard,Hot-Swappable Compact Blue LED Backlit Gaming Keyboard, Sky Wired Ergonomic Mini Office Keyboard for Windows PC Gamer (Blue Switch, Black & White)","₹2,428",https://amazon.in/MageGee-Mechanical-Keyboard-Hot-Swappable-Ergonomic/dp/B0C9J43VR7/ref=sr_1_19?keywords=kreo+keyboard&qid=1705526921&sr=8-19
https://m.media-amazon.com/images/I/713s+O99eDL._AC_UY218_.jpg,"MageGee 75% Mechanical Gaming Keyboard with Red Switch, LED Blue Backlit Keyboard, 87 Keys Compact TKL Wired Computer Keyboard for Windows Laptop PC Gamer - Black/Grey","₹5,552",https://amazon.in/MageGee-Mechanical-Keyboard-Backlit-Computer/dp/B097BDWXHM/ref=sr_1_20?keywords=kreo+keyboard&qid=1705526921&sr=8-20
https://m.media-amazon.com/images/I/71dMeWO3L3L._AC_UY218_.jpg,"Kreo Hive Tenkeyless Mechanical Gaming Keyboard with Gaming Mouse and Mousepad Combo, RGB Keyboard with Tactile Red Outemu Switches and RGB Gaming Mouse with Programmable Buttons, Mouse with Adjustable DPI Upto 12400, XL Mousepad","₹3,960",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4Njk0NzM0ODQ0MDI0MDE2OjE3MDU1MjY5MjE6c3BfYnRmOjMwMDA1ODYxMzUwNjQzMjo6MDo6&url=%2FKreo-Tenkeyless-Mechanical-Programmable-Adjustable%2Fdp%2FB0CF9YR77V%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dkreo%2Bkeyboard%26qid%3D1705526921%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
https://m.media-amazon.com/images/I/61lPl3l-+dL._AC_UY218_.jpg,"Kreo Hive Tenkeyless Mechanical Gaming Keyboard with Gaming Mouse Combo, Gaming Keyboard and Mouse Combo, RGB Keyboard with Silent Red Outemu Switches and RGB Gaming Mouse with Programmable Buttons, Mouse with Adjustable DPI Upto 12400","₹4,590",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4Njk0NzM0ODQ0MDI0MDE2OjE3MDU1MjY5MjE6c3BfYnRmOjMwMDA1ODYxMzUwNjUzMjo6MDo6&url=%2FKreo-Tenkeyless-Mechanical-Programmable-Adjustable%2Fdp%2FB0CFB19K9J%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dkreo%2Bkeyboard%26qid%3D1705526921%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
